OPE ID,School,State,Zip Code,School Type,SubsidizedDL_value,Subsidized_DL_Recipients,UNSubsidizedDL_value,UNSubsidized_DL_Recipients
3618300, INSTITUTE OF TECHNICAL ARTS , FL ,327074912,Proprietary,131240.00,40,194491.00, -   
3619300, UNIVERSITY OF GREENWICH ,,SE10 9LS,Foreign-Public,20294.00,7,16021.00,3
3626300, BROWN AVEDA INSTITUTE , OH ,440606212,Proprietary,272689.00,84,359412.00, -   
3627300, LAMAR INSTITUTE OF TECHNOLOGY , TX ,777054142,Public,1103027.00,136,1235356.00, -   
3627400, JACKSONVILLE BEAUTY INSTITUTE , FL ,322081885,Proprietary,63960.00,22,93593.00, -   
3627600, FLORIDA EDUCATION INSTITUTE , FL ,331445036,Proprietary,154000.00,48,229874.00, -   
3635300, CARVER BIBLE COLLEGE , GA ,303311300,Private-Nonprofit,185517.00,45,233728.00, -   
3639300, WEST COAST ULTRASOUND INSTITUTE , CA ,902113312,Proprietary,1234595.00,376,1654647.00, -   
3642300, INSTITUTE OF TECHNOLOGY , OR ,973051373,Proprietary,212860.00,75,328488.00, -   
3643300, MR. JOHN'S SCHOOL OF COSMETOLOGY AND NAILS , IL ,626503488,Proprietary,23045.00,9,36899.00, -   
3644400, CANADIAN MENNONITE UNIVERSITY ,,R3P 2N2,Foreign-Private,2000.00, -   ,1000.00, -   
3645400, RUDY & KELLY ACADEMY OF HAIR AND NAILS , VA ,234646857,Proprietary,167524.00,62,214304.00, -   
3646300, DESIGN'S SCHOOL OF COSMETOLOGY , CA ,934469530,Proprietary,98790.00,27,103786.00, -   
3647300, NEW CONCEPTS SCHOOL OF COSMETOLOGY , TN ,373117373,Proprietary,28704.00,13,42876.00, -   
3650600, PC AGE , NJ ,73063936,Proprietary,161519.00,49,237551.00, -   
3652300, METROPOLITAN LEARNING INSTITUTE , NY ,113742101,Private-Nonprofit,36346.00,4,22557.00, -   
3653400, UNIVERSIDAD DE IBEROAMERICA ,,11870-1000,Foreign-Private,2250.00,2,9214.00,1
3654300, CAREER TRAINING SOLUTIONS , VA ,224088605,Proprietary,111533.00,2,162120.00, -   
3655300, ILLINOIS CAREERPATH INSTITUTE , IL ,606541103,Private-Nonprofit, $-   , -   , $-   , -   
3661400, SOUTH FLORIDA INSTITUTE OF TECHNOLOGY , FL ,331253013,Proprietary,79871.00, -   , $-   , -   
3663300, HOOD THEOLOGICAL SEMINARY , NC ,281445768,Private-Nonprofit, $-   , -   , $-   ,123
3665400, CHRISTIE'S EDUCATION , NY ,100368002,Proprietary, $-   , -   , $-   , -   
3666300, PILLAR COLLEGE , NJ ,71025511,Private-Nonprofit,504504.00,97,646677.00, -   
3667300, FAITH THEOLOGICAL SEMINARY , MD ,212122624,Private-Nonprofit,12832.00,6,19666.00,2
3668300, BIRTHINGWAY COLLEGE OF MIDWIFERY , OR ,972664042,Private-Nonprofit,56371.00,35,91565.00, -   
3670300, TONI&GUY HAIRDRESSING ACADEMY , CO ,809184001,Proprietary,173618.00,52,200540.00, -   
3674300, UNIVERSITY OF ABERTAY DUNDEE ,,DD1 1HG,Foreign-Public,2250.00, -   ,3000.00, -   
3676300, FAMILY OF FAITH COLLEGE , OK ,748021805,Private-Nonprofit,14250.00,2,15335.00, -   
3678300, PIMA MEDICAL INSTITUTE , NM ,871115775,Proprietary,90400.00,39,135639.00, -   
3680300, JAY'S TECHNICAL INSTITUTE , TX ,770713509,Proprietary,42398.00,16,39519.00, -   
3681300, CALIFORNIA HEALING ARTS COLLEGE , CA ,907463223,Proprietary,63000.00,39,99750.00, -   
3683300, INTERNATIONAL BARBER & STYLE COLLEGE , TN ,372092205,Proprietary,76812.00,33,117084.00, -   
3684300, NORTHSHORE UNIVERSITY HEALTHSYSTEM SCHOOL OF NURSE ANESTHESIA , IL ,602019872,Private-Nonprofit, $-   , -   , $-   , -   
3684400, UNIVERSITY OF LINCOLN ,,LN6 7TS,Foreign-Public,5001.00, -   ,4501.00, -   
3686300, COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE , CO ,802062127,Proprietary, $-   , -   , $-   ,48
3689400, FAITH EVANGELICAL COLLEGE & SEMINARY , WA ,984072607,Private-Nonprofit,86864.00,16,143115.00,18
3691400, AVE MARIA SCHOOL OF LAW , FL ,341191376,Private-Nonprofit, $-   , -   , $-   ,2
3694300, UNIVERSITY OF CHICHESTER ,,PO19 6PE,Foreign-Public, $-   , -   , $-   ,1
3695300, COMMUNITY ENHANCEMENT SERVICES , CA ,915022750,Private-Nonprofit,78867.00,32,121575.00, -   
3695500, ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE , AZ ,857121100,Proprietary, $-   , -   , $-   ,8
3695700, SANTIAGO CANYON COLLEGE , CA ,928694512,Public,98137.00,9,65833.00, -   
3696300, UNIVERSITY OF THE WEST , CA ,917703709,Private-Nonprofit,60728.00,8,46734.00,4
3696400, SABER COLLEGE , FL ,331341604,Private-Nonprofit,597461.00,151,848250.00, -   
3698300, WEST COAST UNIVERSITY , CA ,916063206,Proprietary,4552271.00,"1,158",5342893.00,57
3698400, CALIFORNIA COLLEGE OF VOCATIONAL CAREERS , CA ,933011800,Proprietary,39250.00,9,56250.00, -   
3700300, REGENCY BEAUTY INSTITUTE - CLEVELAND , OH ,440940000,Proprietary,96204.00,44,147608.00, -   
3701300, MEMPHIS INSTITUTE OF BARBERING , TN ,381074334,Proprietary,168183.00,65,195492.00, -   
3702300, DELAWARE LEARNING INSTITUTE OF COSMETOLOGY , DE ,199399759,Proprietary,29181.00,9,42668.00, -   
3704300, MARTIN PARSONS ACADEMY OF DESIGN , MI ,480402093,Proprietary,24530.00,9,34524.00, -   
3706300, AMERICAN INSTITUTE , FL ,330633901,Proprietary,210437.00,89,320621.00, -   
3709300, EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATHIC MEDICINE , VA ,240606360,Private-Nonprofit, $-   , -   , $-   ,6
3714300, TREND BARBER COLLEGE , TX ,770712104,Proprietary,139704.00,27,146828.00, -   
3716300," UNIVERSITY OF WALES, NEWPORT ",,NP18 3YG,Foreign-Public, $-   , -   , $-   , -   
3720300, CARLSON COLLEGE OF MASSAGE THERAPY , IA ,522057519,Proprietary,18532.00,9,24124.00, -   
3723300, CULINARY INSTITUTE LENOTRE , TX ,770224322,Proprietary,414513.00,107,583334.00, -   
3724300, DIGIPEN INSTITUTE OF TECHNOLOGY , WA ,980525170,Proprietary,954145.00,7,854911.00,2
3726300, OHIO MID-WESTERN COLLEGE , OH ,452460000,Private-Nonprofit,75580.00,1,85567.00, -   
3727500, MOORE CAREER COLLEGE , LA ,708164182,Proprietary,30528.00,13,50642.00, -   
3727600, AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS , TX ,787520000,Proprietary,159800.00,59,235219.00, -   
3729300, NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS , NH ,30514906,Proprietary,18752.00,8,25836.00,2
3730300, BATON ROUGE COMMUNITY COLLEGE , LA ,708064129,Public,3529332.00,476,2912946.00, -   
3732300, INTERNATIONAL YACHT RESTORATION SCHOOL , RI ,28406720,Private-Nonprofit,25727.00, -   ,33024.00, -   
3733300, BAPTIST UNIVERSITY OF THE AMERICAS , TX ,782241336,Private-Nonprofit,16600.00, -   ,6000.00, -   
3734300, JOHN D. ROCKEFELLER IV CAREER CENTER , WV ,260479424,Public,18881.00,2,28690.00, -   
3735300, INSTITUTE OF CLINICAL ACUPUNCTURE AND ORIENTAL MEDICINE , HI ,968174724,Proprietary, $-   , -   , $-   ,5
3740400, ATI COLLEGE , CA ,906504374,Proprietary,111022.00,35,159682.00, -   
3746300, LEGRAND INSTITUTE OF COSMETOLOGY , SC ,290200000,Proprietary,17500.00,5,7671.00, -   
3746400, SOUTHEASTERN INSTITUTE , SC ,292100000,Proprietary,156942.00,49,269392.00, -   
3747300, BEXLEY HALL SEMINARY , OH ,432092325,Private-Nonprofit, $-   , -   , $-   ,2
3748500, DURHAM BEAUTY ACADEMY , NC ,277073569,Proprietary,94457.00,36,161791.00, -   
3750300, TECHNICAL LEARNING CENTERS , DC ,200063749,Proprietary,84000.00,27,128000.00, -   
3751300, ESCUELA HOTELERA DE SAN JUAN , PR ,9170091,Proprietary,111452.00,11,30700.00, -   
3752400, SCHOOL OF URBAN MISSIONS , CA ,946033603,Private-Nonprofit,415315.00,30,419135.00, -   
3756300, ANAMARC COLLEGE , TX ,799306230,Proprietary,614950.00,220,764114.00, -   
3759300, COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE , CA ,953560000,Proprietary,29942.00,12,21985.00, -   
3763300, MEDICAL PROFESSIONAL INSTITUTE , MA ,21488143,Proprietary,205599.00,75,324782.00, -   
3763400," ACADEMY OF NAIL, SKIN & HAIR ", MT ,591010000,Proprietary,73473.00,26,105164.00, -   
3766300, CORTIVA INSTITUTE - PENNSYLVANIA , PA ,194063101,Proprietary,114004.00,48,186535.00, -   
3768400, STYLETRENDS BARBER AND HAIRSTYLING ACADEMY , SC ,297304511,Proprietary,36273.00,7,30473.00, -   
3770300, NAZARENE THEOLOGICAL COLLEGE ,,M2O 2GU,Foreign-Private, $-   , -   , $-   , -   
3773300, CENTER FOR NATURAL WELLNESS SCHOOL OF MASSAGE THERAPY , NY ,122051601,Proprietary,52943.00,21,89523.00, -   
3774400, SHEAR ACADEMY , TN ,385554177,Proprietary,15195.00,5,20309.00, -   
3776300, AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS , CO ,803055961,Proprietary,195239.00,88,327735.00, -   
3776400, HEALING ARTS INSTITUTE , OH ,435513138,Proprietary,27712.00,10,39167.00, -   
3777300, PAUL MITCHELL THE SCHOOL GASTONIA , NC ,280540460,Proprietary,299552.00,103,448949.00, -   
3778300, HEALTH WORKS INSTITUTE , MT ,597150000,Proprietary,39993.00,1,63837.00, -   
3780300, SABA UNIVERSITY SCHOOL OF MEDICINE ,,,Foreign-For-Profit, $-   , -   , $-   ,52
3781300, PITC INSTITUTE , PA ,190384001,Proprietary,218253.00,75,271859.00, -   
3783300, BLUE CLIFF CAREER COLLEGE , AL ,366064749,Proprietary,53113.00,14,44711.00, -   
3783400, ABDILL CAREER COLLEGE , OR ,975047137,Proprietary,66367.00,23,89486.00, -   
3786300, ADVANCED COLLEGE , CA ,902805255,Proprietary,122653.00,31,171924.00, -   
3787300, EXPERTISE COSMETOLOGY INSTITUTE , NV ,891062516,Private-Nonprofit,91351.00,22,118505.00, -   
3789300, UNITECH TRAINING ACADEMY , LA ,705035132,Proprietary,870897.00,383,1126405.00, -   
3789400, RIVER PARISHES COMMUNITY COLLEGE , LA ,707780310,Public,870379.00,78,791087.00, -   
3794400, ANGLO EUROPEAN COLLEGE OF CHIROPRACTIC ,,BH5 2DF,Foreign-Private, $-   , -   , $-   , -   
3797400, CAREER CARE INSTITUTE , CA ,935344765,Proprietary,517037.00,140,780139.00, -   
3803300, HEALTHCARE TRAINING INSTITUTE , NJ ,70833504,Proprietary,91808.00,25,89308.00, -   
3804300, BELLEFONTE ACADEMY OF BEAUTY , KY ,411692015,Proprietary,107244.00,37,148631.00, -   
3804400, MEDTECH INSTITUTE , GA ,303396040,Proprietary,401984.00,133,590645.00, -   
3807300, ROSE BRUFORD COLLEGE ,,DA15 9DF,Foreign-Public,3583.00,1,2700.00, -   
3808300, INSTITUTE OF BEAUTY AND WELLNESS (THE) , WI ,532025715,Proprietary,98972.00,31,145901.00, -   
3809400, MICROPOWER CAREER INSTITUTE , NY ,100012812,Proprietary,201131.00,41,213882.00, -   
3810500, COURT REPORTING INSTITUTE OF LOUISIANA , LA ,708060000,Proprietary,6750.00,3,10500.00, -   
3811300, EASTERN SCHOOL OF ACUPUNCTURE AND TRADITIONAL MEDICINE , NJ ,70423562,Proprietary, $-   , -   , $-   , -   
3812300, OMNITECH INSTITUTE , GA ,300846821,Proprietary,104523.00,34,168276.00, -   
3813300, NORTHCENTRAL UNIVERSITY , AZ ,863142336,Proprietary,88409.00,30,132468.00,"1,869"
3814300, TURNING POINT BEAUTY COLLEGE , AZ ,851224229,Proprietary,26931.00,9,42790.00, -   
3814400, SOKA UNIVERSITY OF AMERICA , CA ,926568081,Private-Nonprofit,237928.00,4,219834.00, -   
3816300, ARTISTIC NAILS & BEAUTY ACADEMY , FL ,336055919,Proprietary,107315.00,51,175435.00, -   
3816400, AMERICAN GRADUATE SCHOOL IN PARIS ,,75006,Foreign-Private, $-   , -   , $-   ,5
3818300, LEIPZIG GRADUATE SCHOOL OF MANAGEMENT ,,D-04109,Foreign-Private, $-   , -   , $-   , -   
3819300, AMERICAN PUBLIC UNIVERSITY SYSTEM , WV ,254141621,Proprietary,17618842.00,"6,600",23115204.00,"1,773"
3821400, UNIVERSAL COLLEGE OF HEALING ARTS , NE ,681121810,Proprietary,29308.00,8,49821.00, -   
3822300, PAUL MITCHELL THE SCHOOL - MONROE , WI ,535660000,Proprietary,39343.00,8,47707.00, -   
3823300, FLORIDA ACADEMY OF HEALTH & BEAUTY , FL ,333112309,Proprietary,16154.00,2,12072.00, -   
3824300," ROYAL VETERINARY COLLEGE (THE), UNIVERSITY OF LONDON ",,NW1 0TU,Foreign-Public, $-   , -   , $-   , -   
3827300, NEW LIFE THEOLOGICAL SEMINARY , NC ,282051648,Private-Nonprofit,185316.00,27,217089.00,19
3829500, SKINWORKS SCHOOL OF ADVANCED SKINCARE , UT ,841150000,Proprietary,35499.00,12,37961.00, -   
3830300, SAE INSTITUTE OF TECHNOLOGY , TN ,372034310,Proprietary,184412.00,80,272883.00, -   
3832300, DADE MEDICAL COLLEGE , FL ,331265534,Proprietary,3114968.00,906,3966818.00, -   
3832400, COSMETOLOGY SCHOOL OF ARTS AND SCIENCES , ID ,833181327,Proprietary,23960.00,6,17000.00, -   
3833300, AMERICAN ACADEMY OF TRADITIONAL CHINESE MEDICINE , MN ,551130000,Proprietary,8463.00,3,10917.00,9
3837300, AVEDA FREDRIC'S INSTITUTE , OH ,450692794,Proprietary,131924.00,32,194881.00, -   
3838300, NIGHTINGALE COLLEGE , UT ,844030000,Proprietary,185401.00,45,261454.00, -   
3838500, NORTHWEST HEALTH CAREERS , NV ,891280255,Proprietary,134065.00,40,196085.00, -   
3839300, AVEDA INSTITUTE , NY ,100131522,Proprietary,90295.00,32,131247.00, -   
3840300, OXFORD GRADUATE SCHOOL , TN ,373216736,Private-Nonprofit, $-   , -   , $-   ,9
3841300, CAREER BEAUTY COLLEGE , TN ,384643634,Proprietary,4750.00, -   ,1000.00, -   
3842500, CAMBRIDGE INSTITUTE OF ALLIED HEALTH AND TECHNOLOGY , FL ,327010000,Proprietary,100665.00,44,177732.00, -   
3846300, PACIFIC LIFE BIBLE COLLEGE ,,V3S 2A5,Foreign-Private,13540.00,2,19012.00, -   
3847300, CRANDALL UNIVERSITY ,,E1G 3H9,Foreign-Private, $-   , -   , $-   , -   
3848300, DAY SPA CAREER COLLEGE , MS ,395640000,Proprietary,21723.00,6,16840.00, -   
3853300, KECK GRADUATE INSTITUTE OF APPLIED LIFE SCIENCES , CA ,917114817,Private-Nonprofit, $-   , -   ,75000.00,7
3855300, ECCLESIA COLLEGE , AR ,727628159,Private-Nonprofit,170601.00,11,118302.00, -   
3856300, UNIVERSAL CAREER SCHOOL , FL ,331744406,Proprietary,80293.00,31,68058.00, -   
3856500, FLORIDA SCHOOL OF TRADITIONAL MIDWIFERY , FL ,326015507,Private-Nonprofit,50004.00,8,85505.00, -   
3859300, E.I.N.E. , MA ,18764709,Proprietary,17082.00,8,27499.00, -   
3859400, FALMOUTH UNIVERSITY ,,TR11 4RH,Foreign-Public,7168.00, -   ,7167.00, -   
3868300, WORLD MISSION UNIVERSITY , CA ,900201789,Private-Nonprofit,14500.00, -   ,1500.00,1
3868400, LOS ANGELES MUSIC ACADEMY , CA ,911052540,Proprietary,63544.00,12,82793.00, -   
3871300, FOLSOM LAKE COLLEGE , CA ,956306798,Public,415818.00,23,310074.00, -   
3872400, INSTITUTE FOR THE PSYCHOLOGICAL SCIENCES , VA ,222023609,Private-Nonprofit, $-   , -   , $-   , -   
3872500, NORTHLAND INTERNATIONAL UNIVERSITY , WI ,541199285,Private-Nonprofit,252489.00,11,96011.00, -   
3874300, CAMBRIDGE JUNIOR COLLEGE , CA ,959938978,Proprietary,191305.00,72,262880.00, -   
3874400, COMMUNITY CHRISTIAN COLLEGE , CA ,923734465,Private-Nonprofit,3438.00,1,1500.00, -   
3875300, MCI INSTITUTE OF TECHNOLOGY , FL ,334094937,Proprietary,66187.00,22,89552.00, -   
3876300, CULPEPER COSMETOLOGY TRAINING CENTER , VA ,227013105,Public,31423.00,10,24000.00, -   
3878300, PROFESSIONAL MASSAGE TRAINING CENTER , MO ,658032939,Proprietary,8750.00, -   ,13000.00, -   
3880300, UNIVERSITY OF GLOUCESTERSHIRE (THE) ,,GL50 2RH,Foreign-Public,3666.00, -   ,3000.00, -   
3881300, UNION GRADUATE COLLEGE , NY ,123083131,Private-Nonprofit, $-   , -   , $-   ,21
3881400, EUROPEAN MASSAGE THERAPY SCHOOL , IL ,600772269,Proprietary,59621.00,28,70590.00, -   
3883400, AVIATION INSTITUTE OF MAINTENANCE , VA ,201094156,Proprietary,89968.00,33,137505.00, -   
3885300, EMPLOYMENT SOLUTIONS , KY ,405173260,Private-Nonprofit,222437.00,74,329961.00, -   
3886300, REGENCY SCHOOL OF HAIR DESIGN , KY ,416531278,Proprietary, $-   , -   , $-   , -   
3888300, DRAGON RISES COLLEGE OF ORIENTAL MEDICINE , FL ,326015089,Proprietary,5500.00, -   ,7000.00,11
3889300, STANBRIDGE COLLEGE , CA ,926120000,Proprietary,702489.00,183,957832.00, -   
3891300, SOMA INSTITUTE - THE NATIONAL SCHOOL OF CLINICAL MASSAGE THERAPY , IL ,606044466,Proprietary,89530.00,37,143067.00, -   
3894300, HUNTSVILLE BIBLE COLLEGE , AL ,358110000,Private-Nonprofit,130100.00,10,204775.00,5
3897400, INTERNATIONAL SPACE UNIVERSITY ,,67400,Foreign-Private, $-   , -   , $-   , -   
3899300, CALVARY BAPTIST THEOLOGICAL SEMINARY , PA ,194464718,Private-Nonprofit, $-   , -   , $-   ,1
3901300, PACIFIC COAST TRADE SCHOOL , CA ,930332441,Proprietary,56680.00,13,41205.00, -   
3903400, AMERICAN BEAUTY SCHOOL , NY ,104628003,Proprietary,89146.00,8,15063.00, -   
3903500, SOUTHERN TECHNICAL COLLEGE , FL ,328090000,Proprietary,1348486.00,433,1930299.00, -   
3907300, PAUL MITCHELL THE SCHOOL GREAT LAKES , MI ,480600000,Proprietary,166581.00,53,173040.00, -   
3909300, MAXIMUM STYLE TEC SCHOOL OF COSMETOLOGY , UT ,843234679,Proprietary,29800.00,6,43965.00, -   
3910400, NATIONAL POLYTECHNIC COLLEGE , CA ,900403066,Proprietary,186186.00,65,159496.00, -   
3912300, CROSSETT SCHOOL OF COSMETOLOGY , AR ,716350000,Proprietary,29831.00,6,39369.00, -   
3914300," CALC, INSTITUTE OF TECHNOLOGY ", IL ,620025946,Proprietary,96231.00,20,132670.00, -   
3915300, CAREER QUEST LEARNING CENTER , MI ,489104732,Proprietary,395663.00,123,652654.00, -   
3916300, ECLIPS SCHOOL OF COSMETOLOGY AND BARBERING , MO ,637035809,Proprietary,85750.00,25,133333.00, -   
3917300, EVERGREEN BEAUTY AND BARBER COLLEGE , WA ,982083759,Proprietary,185313.00,59,215830.00, -   
3920300, INSTITUTE OF HAIR DESIGN , TN ,383101801,Proprietary,16750.00,5,12867.00, -   
3921300, CAMEO COLLEGE OF ESSENTIAL BEAUTY , UT ,841076134,Proprietary,80038.00,24,86442.00, -   
3923300, PRECISION MANUFACTURING INSTITUTE , PA ,163358380,Private-Nonprofit,35557.00,10,52897.00, -   
3924300, HAIR ACADEMY 110 (THE) , MO ,635012915,Proprietary,10000.00,4,13218.00, -   
3925300, BLUE SKY SCHOOL OF PROFESSIONAL MASSAGE AND THERAPEUTIC BODYWORK , WI ,530249699,Private-Nonprofit,1669.00,1,2860.00, -   
3927300, MARINELLO SCHOOL OF BEAUTY , CT ,63572447,Proprietary,196723.00,58,200710.00, -   
3928300, CENTRAL STATE MASSAGE ACADEMY , OK ,731626007,Proprietary,29822.00,14,42584.00, -   
3930300, BUCHANAN BEAUTY COLLEGE , TN ,371602741,Proprietary,31389.00,3,11214.00, -   
3932500, TOTAL COSMETOLOGY TRAINING CENTER , WA ,992176231,Proprietary,64677.00,16,94869.00, -   
3933300, MUELLER COLLEGE , CA ,921083001,Proprietary,87897.00,38,148301.00, -   
3935300, CALIFORNIA NURSES EDUCATIONAL INSTITUTE , CA ,922643612,Proprietary,124908.00,35,169072.00, -   
3939300, WOLFORD COLLEGE , FL ,341081931,Proprietary, $-   , -   , $-   ,38
3939400, CENTURA INSTITUTE , FL ,328104719,Proprietary,32653.00,18,46584.00, -   
3939600, DAYTONA COLLEGE , FL ,321748449,Proprietary,337496.00,117,316755.00, -   
3941300, AVE MARIA UNIVERSITY , FL ,341429505,Private-Nonprofit,875208.00,38,1047514.00,1
3941400, ELITE ACADEMY OF BEAUTY ARTS , NY ,112231630,Proprietary,18083.00,6,12200.00, -   
3944300, MASSAGE THERAPY TRAINING INSTITUTE , NM ,880074775,Proprietary,26600.00,9,25480.00, -   
3944400, PROFESSIONAL CAREERS INSTITUTE , TX ,770362252,Proprietary,114753.00,43,201119.00, -   
3946300, FRANKLIN W. OLIN COLLEGE OF ENGINEERING , MA ,24921200,Private-Nonprofit,155762.00,2,170930.00, -   
3948300, HARRISBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY , PA ,171012116,Private-Nonprofit,143094.00,22,188044.00,11
3949300, WON INSTITUTE OF GRADUATE STUDIES , PA ,190384535,Private-Nonprofit, $-   , -   , $-   ,2
3950500, NORTHWEST REGIONAL TECHNOLOGY INSTITUTE , PA ,165082820,Proprietary,20589.00,6,33263.00, -   
3952300, NATIONAL MASSAGE THERAPY INSTITUTE , PA ,191163965,Proprietary,259797.00,71,389530.00, -   
3957300, BLUE RIDGE COMMUNITY AND TECHNICAL COLLEGE , WV ,254036043,Public,2002990.00,195,2448045.00, -   
3957400, NEW COLLEGE OF FLORIDA , FL ,342432109,Public,361675.00,24,404218.00, -   
3960300, NEW RIVER COMMUNITY AND TECHNICAL COLLEGE , WV ,258012636,Public,711855.00,84,445012.00, -   
3962300, AMERICAN INSTITUTE OF MASSAGE THERAPY , CA ,927055463,Proprietary,10900.00,2,5528.00, -   
3963300, HEALING TOUCH CAREER COLLEGE , MS ,394021300,Proprietary,102629.00,34,172253.00, -   
3964400, INTERNATIONAL SCHOOL OF BEAUTY , CA ,922602740,Proprietary,114880.00,38,108086.00, -   
3965300, NEW ENGLAND COLLEGE OF BUSINESS AND FINANCE , MA ,21101605,Proprietary,564742.00,145,376352.00,64
3965500, HAIR EXPRESSIONS ACADEMY , MD ,208521729,Proprietary,126302.00,45,153268.00, -   
3968300, LAKEWOOD SCHOOL OF THERAPEUTIC MASSAGE , MI ,480600000,Proprietary,20729.00,9,41686.00, -   
3969600, UEI COLLEGE , CA ,902474201,Proprietary,778688.00,177,1208265.00, -   
3970300, HANDS ON THERAPY , TX ,751492294,Proprietary,32201.00,16,53274.00, -   
3970400, WELLSPRING SCHOOL OF ALLIED HEALTH , MO ,641143313,Proprietary,92892.00,41,134479.00, -   
3971300, AMERICAN CAREER COLLEGE , CA ,917644906,Proprietary,1508867.00,473,2183668.00, -   
3973300, EX'PRESSION COLLEGE , CA ,946081021,Proprietary,455691.00,116,576672.00, -   
3974300," ST. GEORGE'S UNIVERSITY, SCHOOL OF VETERINARY MEDICINE ",,,Foreign-For-Profit, $-   , -   , $-   ,133
3974500, CALIFORNIA CAREER COLLEGE , CA ,913032006,Proprietary,26981.00,23,24567.00, -   
3975300, INSTITUTE OF PROFESSIONAL CAREERS , NV ,891197825,Proprietary,2840.00, -   ,2781.00, -   
3976300, MASSAGE THERAPY INSTITUTE OF COLORADO , CO ,802062127,Proprietary,21000.00,7,24000.00,2
3976500, ANN ARBOR INSTITUTE OF MASSAGE THERAPY , MI ,481031959,Proprietary,9617.00,9,21017.00, -   
3980300, CALIFORNIA STATE UNIVERSITY CHANNEL ISLANDS , CA ,930128599,Public,4255477.00,147,3661661.00,13
3982300, VISIBLE MUSIC COLLEGE , TN ,381032710,Private-Nonprofit,165589.00,5,181191.00, -   
3983300," SCHOOL OF PROFESSIONAL HORTICULTURE, AT THE N. Y. BOTANICAL GARDEN ", NY ,104585126,Private-Nonprofit,9750.00,4,12000.00, -   
3985300, CDA TECHNICAL INSTITUTE , FL ,322084131,Proprietary,229405.00,100,299979.00, -   
3986300, AVIATOR COLLEGE OF AERONAUTICAL SCIENCE & TECHNOLOGY , FL ,349469022,Proprietary,13808.00,5,20846.00, -   
3987300, TEXAS HEALTH SCHOOL , TX ,770792106,Proprietary,47648.00,23,54512.00, -   
3988300," SAE INSTITUTE OF TECHNOLOGY, NEW YORK ", NY ,100012915,Proprietary,160001.00,48,189355.00, -   
3995300, UNIVERSITY OF EAST-WEST MEDICINE , CA ,940853922,Proprietary,30250.00,2,17500.00,18
3997300, ARKANSAS BEAUTY COLLEGE , AR ,728013741,Proprietary,17002.00,7,17389.00, -   
3999300, BEAUMONT ADULT SCHOOL , CA ,922235121,Public,39278.00, -   ,53000.00, -   
3999400, TRADITIONAL CHINESE MEDICAL COLLEGE OF HAWAII , HI ,967438324,Private-Nonprofit,2750.00,1,3500.00,3
4001300, PALACE BEAUTY COLLEGE , CA ,900064233,Proprietary,70683.00,20,25768.00, -   
4002400, ECUMENICAL THEOLOGICAL SEMINARY , MI ,482013035,Private-Nonprofit, $-   , -   , $-   ,14
4003300, BLAKE AUSTIN COLLEGE , CA ,956873100,Proprietary,231628.00,85,313237.00, -   
4005300, UNITED STATES UNIVERSITY , CA ,919111683,Proprietary,200146.00,62,288341.00,17
4006300, NUVO COLLEGE OF COSMETOLOGY , MI ,494413822,Proprietary,15892.00,5,13001.00, -   
4014300, P&A SCHOLARS BEAUTY SCHOOL , MI ,482040000,Proprietary,70832.00,16,73889.00, -   
4014400, PALLADIUM TECHNICAL ACADEMY , CA ,917312429,Proprietary,56000.00,21,46630.00, -   
4016500, AMERICAN INSTITUTE OF BEAUTY , FL ,337715901,Proprietary,136861.00,70,216449.00, -   
4021300, AUGUSTA SCHOOL OF MASSAGE , GA ,308093185,Proprietary,9334.00, -   ,9337.00, -   
4021400," AMERICAN COLLEGE, DUBLIN LIMITED (THE) ",,,Foreign-Private,25250.00,1,22700.00, -   
4021500, CENTRAL EUROPEAN UNIVERSITY ,,H-1051,Foreign-Private, $-   , -   , $-   ,3
4028300, MOUNTAIN STATE SCHOOL OF MASSAGE , WV ,253042025,Proprietary,10549.00, -   ,16365.00, -   
4029300, TRENDSETTERS OF FL. SCHOOL OF BEAUTY & BARBERING , FL ,322054737,Proprietary,17978.00,5,28873.00, -   
4031300, SALON PROFESSIONAL ACADEMY (THE) , ND ,581033337,Proprietary,68824.00,21,83364.00, -   
4032300, YORK ST JOHN UNIVERSITY ,,Y031 7EX,Foreign-Public,8000.00, -   ,6500.00, -   
4035300, TENNESSEE CAREER INSTITUTE , TN ,384016335,Proprietary,60980.00,22,88198.00, -   
4036300, SOUTHEAST TEXAS CAREER INSTITUTE , TX ,776568601,Proprietary,65941.00,23,70017.00, -   
4037300, LOS ANGELES FILM SCHOOL (THE) , CA ,900287300,Proprietary,2497271.00,644,2932951.00, -   
4037500, ACADEMY OF HAIR DESIGN , MO ,658042303,Proprietary,66569.00,20,90353.00, -   
4038300, ATA COLLEGE , KY ,402233832,Proprietary,839563.00,272,1218201.00, -   
4038400, AVI CAREER TRAINING , VA ,220661839,Proprietary,15959.00,7,23541.00, -   
